"LANGUAGE","English","French","Italian","Spanish","German","Czech"
"STR_DISP_ARCWP_TYPE","Select type:","SÈlectionner type†:","Seleziona tipo:","Seleccionar tipo:","Typ ausw‰hlen:","Vyberte typ:"
"STR_DISP_ARCWP_SEQ","Waypoint order:","Ordre pts passage†:","Ordine tappe:","Orden de los puntos:","Befehl f¸r Wegmarke:","Po¯adÌ bod˘ trasy:"
"STR_DISP_ARCWP_DESC","Description:","Description†:","Descrizione:","DescripciÛn:","Beschreibung:","Popis:"
"STR_DISP_ARCWP_SEMAPHORE","Combat mode:","Mode combat","Combattimento:","Modo de combate:","Kampfmodus:","Reûim:"
"STR_DISP_ARCWP_FORM","Formation:","Formation†:","Formazione:","FormaciÛn:","Formation:","Formace:"
"STR_DISP_ARCWP_SPEED","Speed:","Vitesse†:","Velocit‡:","Vel:","Geschw.:","Rychlost:"
"STR_DISP_ARCWP_COMBAT","Behaviour:","Comportement†:","Comportamento:","Comportam.:","Verhalten:","Chov·nÌ:"
"STR_DISP_ARCWP_PLACE","Placement radius:","Rayon de placement†:","Raggio di posizionamento:","Radio de ubicaciÛn:","Radius der Platzierung:","PolomÏr umÌstÏnÌ:"
"STR_DISP_ARCWP_EFFECTS","Effects","Effets","Effetti","Efectos","Effekte","Efekty"
"STR_DISP_ARCWP_TIMEOUT","Timeout","Tps limite","Timeout","Descanso","Timeout","OdpoËet:"
"STR_DISP_ARCWP_TIMEOUT_MIN","Min:","Min†:","Min:","MÌn:","Mindestens","Min:"
"STR_DISP_ARCWP_TIMEOUT_MAX","Max:","Max†:","Max:","M·x:","Hˆchstens","Max:"
"STR_DISP_ARCWP_TIMEOUT_MID","Mid:","Moyen†:","Medio:","Medio:","Mittelwert:","Pr˘m:"
"STR_DISP_ARCWP_HOUSEPOS","Position in house:","Position dans la maison†:","Posizionare in edificio:","PosiciÛn en la casa:","Position im Haus:","Pozice v domÏ:"
"STR_DISP_ARCWP_EXPACTIV","On Activation:","Sur activation†:","All'attivazione:","Al activar:","Bei Aktivierung:","P¯i aktivaci:"
"STR_DISP_ARCWP_EXPCOND","Condition:","Condition†:","Condizione:","CondiciÛn:","Bedingung:","PodmÌnka:"
"STR_DISP_ARCWP_SHOW_NEVER","Never show","Ne jamais afficher","Non mostrare mai","No mostrar nunca","Nie anzeigen","Neuk·zat nikdy"
"STR_DISP_ARCWP_SHOW_EASY","Show in cadet mode","Afficher en mode ÈlËve","Mostra in modalit‡ Cadetto","Mostrar en modalidad cadete","In Kadettmodus anzeigen","Uk·zat v kadet modu"
"STR_DISP_ARCWP_SHOW_ALWAYS","Always show","Afficher tout le temps","Mostra sempre","Mostrar siempre","Immer anzeigen","Uk·zat vûdy"
"STR_DISP_ARCWP_SCRIPT","Script:","Script†:","Script:","GuiÛn:","Aufzeichnung:","Skript:"
,,,,,,
"STR_DISP_ARCEFF_TITLE","Edit effects","Editer effets","Modifica effetti:","Efectos modificables","Effekte bearbeiten","Uprav efekty"
"STR_DISP_ARCEFF_CAMERA","Camera:","CamÈra†:","Telecamera:","C·mara:","Kamera:","Kamera:"
"STR_DISP_ARCEFF_CAMTYPE","Effect:","Effet†:","Effetto:","Efecto:","Effekt:","Efekt:"
"STR_DISP_ARCEFF_CAMPOS","Position:","Position†:","Posizione:","PosiciÛn:","Position:","Pozice:"
"STR_DISP_ARCEFF_SOUNDS","Sounds:","Sons†:","Suoni:","Ruidos:","Sounds:","Zvuky"
"STR_DISP_ARCEFF_SOUND_ANON","Anonymous:","Anonyme†:","Anonimo:","AnÛnimo:","Anonym:","AnonymnÌ:"
"STR_DISP_ARCEFF_VOICE","Voice:","Voix†:","Voce:","Voz:","Stimme:","Hlas:"
"STR_DISP_ARCEFF_MUSIC","Music:","Musique†:","Musica:","M˙sica:","Musik:","Hudba:"
"STR_DISP_ARCEFF_SOUND_ENV","Environment:","milieu:","Ambiente:","Entorno:","Umgebung:","V prost¯edÌ:"
"STR_DISP_ARCEFF_SOUND_DET","Trigger:","DÈclencheur†:","Trigger:","Desencadenante:","Auslˆser:","SpÌnaË:"
"STR_DISP_ARCEFF_TRACK","Track:","Morceau†:","Brano:","Pista:","Spur:","Stopa:"
"STR_DISP_ARCEFF_TITLES","Titles:","Titres†:","Titoli:","TÌtulos:","Titel:","Titulky:"
"STR_DISP_ARCEFF_TITTYPE","Type:","Type†:","Tipo:","Tipo:","Typ:","Typ:"
"STR_DISP_ARCEFF_TITEFF","Effect:","Effet†:","Effetto:","Efecto:","Effekt:","Efekt:"
"STR_DISP_ARCEFF_TITTEXT","Text:","Texte†:","Testo:","Texto:","Text:","Text:"
"STR_DISP_ARCEFF_ACTIVATION","Activation:","Activation†:","Attivazione:","ActivaciÛn:","Aktivierung:","Aktivace:"
"STR_DISP_ARCEFF_EVERYBODY","Everybody","Tout le monde","Tutti","Todos","Jeder","Kdokoli"
"STR_DISP_ARCEFF_PLAYERONLY","Player only","Uniquement le joueur","Solo giocatore","SÛlo el jugador","Nur Spieler","Pouze hr·Ë"
,,,,,,
"STR_DISP_ARCSENS_TITLE","Edit trigger","Editer dÈclencheur","Modifica trigger","Modificar desencadenante","Auslˆser bearbeiten","Uprav spÌnaË"
"STR_DISP_ARCSENS_A","Axis a","Axe a","Asse a","Eje a","Achse a","Osa A"
"STR_DISP_ARCSENS_B","Axis b","Axe b","Asse b","Eje b","Achse b","Osa B"
"STR_DISP_ARCSENS_ANGLE","Angle","Angle","Angolo","¡ngulo","Winkel","⁄hel"
"STR_DISP_ARCSENS_ELLIPSE","Ellipse","Ellipse","Ellisse","Elipse","Ellipse","Elipsa"
"STR_DISP_ARCSENS_RECT","Rectangle","Rectangle","Rettangolo","Rect·ngulo","Rechteck","ObdÈlnÌk"
"STR_DISP_ARCSENS_ACTIV","Activation","Activation","Attivazione","ActivaciÛn","Aktivierung","Aktivace"
"STR_DISP_ARCSENS_PRESYES","Present","PrÈsent","Presente","Presente","Vorhanden","P¯Ìtomen"
"STR_DISP_ARCSENS_PRESNO","Not present","Non prÈsent","Non presente","Ausente","Nicht vorhanden","Nep¯Ìtomen"
"STR_DISP_ARCSENS_DETWEST","Detected by West","RepÈrÈ par le groupe Ouest","Scoperto dalla NATO","Descubierto por el Oeste","Von Westen entdeckt","Odhalen Z·padem"
"STR_DISP_ARCSENS_DETEAST","Detected by East","RepÈrÈ par le groupe Est","Scoperto dall'est","Descubierto por el Este","Von Osten entdeckt","Odhalen V˝chodem"
"STR_DISP_ARCSENS_DETGUERRILA","Detected by Resistance","RepÈrÈ par la rÈsistance","Scoperto dalla resistenza","Descubierto por la resistencia","Von den Widerstandsk‰mpfern entdeckt","Odhalen partyz·ny"
"STR_DISP_ARCSENS_DETCIVILIAN","Detected by Civilians","RepÈrÈ par des civils","Scoperto dai civili","Descubierto por los civiles","Von den Zivilisten entdeckt","Odhalen civilisty"
"STR_DISP_ARCSENS_ONCE","Once","Une fois","Una volta","Una vez","Einmal","Jednou"
"STR_DISP_ARCSENS_REPEAT","Repeatedly","Plusieurs fois","Ripetutamente","Varias veces","Mehrfach","OpakovanÏ"
"STR_DISP_ARCSENS_COUNTDOWN","Countdown","Compte ‡ rebours","Conto alla rovescia","Cuenta atr·s","Countdown","OdpoËet"
"STR_DISP_ARCSENS_TIMEOUT","Timeout","Temps limite","Timeout","Descanso","Timeout","Trv·nÌ"
"STR_DISP_ARCSENS_TIMEOUT_MIN","Min:","Min†:","Min:","MÌnimo:","Mindestens","Min:"
"STR_DISP_ARCSENS_TIMEOUT_MAX","Max:","Max†:","Max:","M·ximo:","Hˆchstens","Max:"
"STR_DISP_ARCSENS_TIMEOUT_MID","Mid:","Moyen†:","Medio:","Medio:","Mittelwert:","Pr˘m:"
"STR_DISP_ARCSENS_TYPE","Type","Type","Tipo","Tipo","Typ","Typ"
"STR_DISP_ARCSENS_OBJECT","Object","Objet","Oggetto:","Objeto","Objekt","Objekt"
"STR_DISP_ARCSENS_TEXT","Text","Texte","Testo","Texto","Text","Text"
"STR_DISP_ARCSENS_EFFECTS","Effects","Effets","Effetti","Efectos","Effekte","Efekty"
"STR_DISP_ARCSENS_EXPCOND","Condition","Condition","Condizione","CondiciÛn","Bedingung","PodmÌnka"
"STR_DISP_ARCSENS_EXPACTIV","On Activation","Sur activation","All'attivazione","Al activar","Bei Aktivierung","P¯i aktivaci"
"STR_DISP_ARCSENS_EXPDESACTIV","On Deactivation","Sur dÈsactivation","Alla disattivazione","Al desactivar","Bei Deaktivierung","P¯i deaktivaci"
"STR_DISP_ARCSENS_NAME","Name:","Nom†:","Nome:","Nombre:","Name:","N·zev:"
,,,,,,
"STR_DISP_ARCMARK_NAME","Name:","Nom†:","Nome:","Nombre:","Name:","N·zev:"
"STR_DISP_ARCMARK_COLOR","Color:","Couleur†:","Colore:","Color:","Farbe:","Barva:"
"STR_DISP_ARCMARK_ICON","Icon","IcÙne","Icona","Icono","Symbol","Obr·zek"
"STR_DISP_ARCMARK_RECT","Rectangle","Rectangle","Rettangolo","Rect·ngulo","Rechteck","ObdÈlnÌk"
"STR_DISP_ARCMARK_ELLIPSE","Ellipse","Ellipse","Ellisse","Elipse","Ellipse","Elipsa"
"STR_DISP_ARCMARK_A","Axis a","Axe a","Asse a","Eje a","Achse a","Osa a "
"STR_DISP_ARCMARK_B","Axis b","Axe b","Asse b","Eje b","Achse b","Osa b "
"STR_DISP_ARCMARK_ANGLE","Angle:","Angle†:","Angolo:","¡ngulo:","Winkel:","⁄hel:"
"STR_DISP_ARCMARK_TEXT","Text:","Texte†:","Testo:","Texto:","Text:","Text:"
,,,,,,
"STR_DISP_TEMPL_SAVE","Save mission","Enregistrer mission","Salva missione:","Guardar misiÛn","Einsatz speichern","Uloûit misi"
"STR_DISP_TEMPL_LOAD","Load mission","Charger mission","Carica missione:","Cargar misiÛn","Einsatz laden","NaËÌst misi"
"STR_DISP_TEMPL_NAME","Mission name:","Nom de mission†:","Nome missione:","Nombre de misiÛn:","Einsatzname:","N·zev mise:"
"STR_DISP_TEMPL_MODE","Save as:","Enregistrer sous†:","Salva con nome:","Guardar como:","Speichern unter:","Uloûit jako:"
"STR_DISP_TEMPL_ISLAND","Island:","Ile†:","Isola:","Isla:","Insel:","Ostrov:"
,,,,,,
"STR_DISP_INTEL_TITLE","Intel","Renseignements","Opzioni Generali","Intel","Nachrichtendienst","Pr˘zkum"
"STR_DISP_INTEL_WEATHER","Weather","MÈtÈo","Tempo","PronÛstico","Wetter-","PoËasÌ"
"STR_DISP_INTEL_FORECAST","Forecast","PrÈvisions","Previsioni","del tiempo","Vorhersage","P¯edpovÏÔ"
"STR_DISP_INTEL_DATE","Date:","Date†:","Data:","Fecha:","Datum:","Datum"
"STR_DISP_INTEL_TIME","Time:","Heure†:","Ora:","Hora:","Uhrzeit:","»as"
"STR_DISP_INTEL_BRIEFING","Briefing","Briefing","Briefing","Resumen","Besprechung","BrÌfink"
"STR_DISP_INTEL_NAME","Name:","Nom†:","Nome:","Nombre:","Name:","N·zev"
"STR_DISP_INTEL_DESC","Description:","Description†:","Descrizione:","DescripciÛn:","Beschreibung:","Popis"
"STR_DISP_INTEL_RESISTANCE","Resistance friendly to","RÈsistance alliÈe ‡","Resistenza alleata con","La resistencia es aliada de","Widerstandsk‰mpfer auf Seite von","Partyz·ni jsou spojenci"
"STR_DISP_INTEL_NONE_FRIENDLY","Nobody","Personne","Nessuno","nadie","Niemandem","Nikoho"
"STR_DISP_INTEL_WEST_FRIENDLY","West","Ouest","NATO","el Oeste","Westen","Z·padu"
"STR_DISP_INTEL_EAST_FRIENDLY","East","Est","Russi","el Este","Osten","V˝chodu"
"STR_DISP_INTEL_BOTH_FRIENDLY","Everybody","Tout le monde","Tutti","todos","Jedem","Vöech"
,,,,,,
"STR_DISP_GR_WAYPOINTS","Waypoints (F1)","Points de passage (F1)","Tappe (F1)","Puntos intermedios (F1)","Wegmarken (F1)","Body trasy (F1)"
"STR_DISP_GR_SYNCHRONIZE","Synchronize (F2)","Synchroniser (F2)","Sincronizza (F2)","Sincronizar (F2)","Abstimmen (F2)","Synchronizace (F2)"
,,,,,,
"COMMENT","Player login display","Ecran connexion joueur","Visualizzazione accesso giocatore","Pantalla de acceso de jugadores","Anzeige Spieler-Login","Displej p¯ihl·öenÌ hr·Ëe"
"STR_DISP_LOGIN_TITLE","Select player","SÈlectionner joueur","Seleziona giocatore","Seleccionar jugador","Spieler ausw‰hlen","Vyberte hr·Ëe"
"STR_DISP_LOGIN_USER","Players:","Joueurs†:","Giocatori:","Jugadores:","Spieler:","Hr·Ëi:"
,,,,,,
"STR_DISP_NEW_USER_NAME","Player name:","Nom de joueur†:","Nome giocatore:","Nombre del jugador:","Spielername:","JmÈno hr·Ëe:"
"STR_DISP_NEW_USER_FACE","Face:","Visage†:","Faccia:","Rostro:","Gesicht:","Tv·¯:"
"STR_DISP_NEW_USER_GLASSES","Glasses:","Lunettes†:","Occhiali:","Gafas:","Brille:","Br˝le:"
"STR_DISP_NEW_USER_SPEAKER","Speaker:","Locuteur†:","Voce:","Portavoz:","Sprecher:","ÿeËnÌk:"
"STR_DISP_NEW_USER_PITCH","Pitch:","Ton†:","Tonalit‡:","Tono:","Tonhˆhe:","V˝öka:"
"STR_DISP_NEW_USER_SQUAD","Squad URL:","URL escouade†:","URL della squadra:","P·gina Web del comando","URL (Internetadresse) des Trupps:","URL klanu:"
,,,,,,
"COMMENT","Chat display","Ecran Chat","Visualizzazione chat","Pantalla de chat","Chat-Anzeige",",Chat display"
"STR_DISP_CHAT_TITLE","Chat","Chat","Chat","Chat","Chat","Chat"
"STR_DISP_CHAT_SEND","Send","Envoyer","Invia","Enviar","Absenden","Odeöli"
,,,,,,
"COMMENT","Interrupt display","Interrompre Ècran","Interrompi visualizzazione","Pantalla de interrupciÛn","Anzeige unterbrechen","Displej p¯eruöenÌ"
"STR_DISP_INT_TITLE","Paused","Pause","In pausa","Pausa","Pause","Pauza"
"STR_DISP_INT_ABORT","Abort","Abandonner","Interrompi","Suspender","Abbrechen","P¯eruöit"
"STR_DISP_INT_CONTINUE","Continue","Continuer","Continua","Continuar","Weiter","PokraËovat"
"STR_DISP_INT_OPTIONS","Options","Options","Opzioni","Opciones","Optionen","NastavenÌ"
"STR_DISP_INT_LOAD","Load","Chargement","Carica","Cargar","Laden","NaËÌst"
"STR_DISP_INT_SAVE","Save","Enregistrement","Salva","Guardar","Speichern","Uloûit"
"STR_DISP_INT_RETRY","Retry","RÈessayer","Riprova","Volver a intentarlo","Erneut versuchen","Znovu"
,,,,,,
"COMMENT","Mission end display","Ecran de fin de mission","Visualizzazione di fine missione","Pantalla de fin de la misiÛn","Anzeige Einsatzende","Konec mise"
"STR_DISP_ME_ABORT","End","Fin","Fine","Finalizar","Beenden","UkonËit"
"STR_DISP_ME_RETRY","Retry","RÈessayer","Riprova","Volver a intentarlo","Erneut versuchen","Znovu"
"STR_DISP_ME_LOAD","Load","Chargement","Carica","Cargar","Laden","NaËÌst"
,,,,,,
"COMMENT","HintC display","Ecran ConseilC","Visualizzazione HintC","Pantalla de indicaciones","Anzeige Hinweis","N·povÏda"
"STR_DISP_HINTC_CONTINUE","Continue","Continuer","Continua","Continuar","Weiter","PokraËovat"
,,,,,,
"COMMENT","Menu commands","Commandes menu","Menu ordini","”rdenes del men˙","Men¸befehle","P¯ÌkazovÈ menu"
"STR_REPLY","Reply","RÈponse","Risposte","Respuesta","Antworten","OdpovÏÔ"
"STR_MENU_STATUS","Status","Statut","Stato","Estado","Status","Stav"
"STR_REPLY_MENU","Reply","RÈponse","Risposte","Respuesta","Antworten","OdpovÏÔ"
"STR_REPLY_DONE","Done","TerminÈ","Fatto!","Hecho","Erledigt","Hotovo"
"STR_REPLY_FAIL","Fail","Echec","Fallito!","Fracasar","Scheitern","Nepovedlo se"
"STR_REPLY_COPY","Copy","ReÁu","Ricevuto","Copiar","Verstanden","Provedu"
"STR_REPLY_REPEAT","Repeat","RÈpÈtez","Ripeti","Repetir","Wiederholen","Opakuj"
"STR_REPLY_WHERE_ARE_YOU","Where Are You?","O˘ Ítes-vous†?","Dove siete?","øDÛnde se encuentra?","Wo sind Sie?","Kde jste?"
"STR_REPLY_ENGAGING","Attacking","Attaquer","Sto attaccando","Al ataque","Angriff","⁄toËÌm"
"STR_REPLY_UNDER_FIRE","I'm under fire","Je suis attaquÈ","Sono sotto tiro!","Me est·n disparando","Ich werde beschossen","Jsem pod palbou"
"STR_REPLY_HIT","I'm hit","J'ai ÈtÈ touchÈ","Sono stato colpito!","Me han dado","Ich bin getroffen","Dostal jsem to"
"STR_REPLY_ONE_LESS","One Less","Un en moins","Uno in meno!","Uno menos","Einer weniger","Je po nÏm"
"STR_REPLY_FIREREADY","Ready to fire","PrÍt ‡ tirer","Pronto a fare fuoco","Preparado para disparar","Bereit zum Feuern","K palbÏ p¯ipraven"
"STR_REPLY_FIRENOTREADY","Cannot fire","Impossible de tirer","Impossibile fare fuoco","No puedo disparar","Kann nicht feuern","Nem˘ûu st¯Ìlet"
"STR_REPLY_KILLED","... is down","... est touchÈ","... Ë caduto","... est· fuera de combate","... ist fertig","... je mrtvej"
"STR_REPLY_INJURED","Injured","BlessÈ","Ferito","Herido","Verwundet","Jsem ranÏn"
"STR_REPLY_FUEL_LOW","Fuel low","Carburant en faible quantitÈ","Livello carburante basso","Poco combustible","Treibstoff knapp","Doch·zÌ mi palivo"
"STR_REPLY_AMMO_LOW","Ammo low","Munitions en faible quantitÈ","Livello munizioni basso","Poca municiÛn","Munition knapp","Doch·zÌ mi munice"
,,,,,,
"STR_CALL_SUPPORT","Call support","Demander assistance","Chiamare supporto","Pedir ayuda","Unterst¸tzung anfordern","Zavolej podporu"
"STR_SUPPORT_MENU","Call support","Demander assistance","Chiamare supporto","Pedir ayuda","Unterst¸tzung anfordern","Zavolej podporu"
"STR_SUPPORT_MEDIC","Medic","Infirmier","Infermiere","MÈdico","Sanit‰ter","ZdravotnÌk"
"STR_SUPPORT_REPAIR","Repair truck","Camion d'aide","Autocarro per riparazioni","CamiÛn taller","Reparaturlastwagen","Oprav·renskÈ auto"
"STR_SUPPORT_REARM","Rearm truck","RÈarmer le camion","Autocarro munizioni","CamiÛn de armas","Munitionslastwagen","MuniËnÌ auto"
"STR_SUPPORT_REFUEL","Refuel truck","Ravitailler le camion","Autocarro carburante","CamiÛn de combustible","Tanklastwagen","Cisterna"
"STR_SUPPORT_DONE","Done","TerminÈ","Fatto","Hecho","Erledigt","Hotovo"
,,,,,,
"STR_COMMAND","Command","Commandement","Comando","Orden","Befehl","Rozkaz"
"STR_MOVE_OTHER","Other","Autre","Altro","Otra","Andere","JinÈ"
"STR_MOVE_DIR","Move Direction","Direction de dÈplacement","Direzione di movimento","Trasladarse en direcciÛn","Bewegungsrichtung","SmÏr pohybu"
"STR_WATCH_DIR","Watch Direction","Surveiller une direction","Guardare verso","Vigilar direcciÛn","Auf Kurs achten","SmÏr pohledu"
"STR_MOVE_N","N","N","N","Norte","N","S"
"STR_MOVE_NE","NE","NE","NE","Noreste","NO","SV"
"STR_MOVE_E","E","E","E","Este","O","V"
"STR_MOVE_SE","SE","SE","SE","Sudeste","SO","JV"
"STR_MOVE_S","S","S","S","Sur","S","J"
"STR_MOVE_SW","SW","SO","SO","Sudoeste","SW","JZ"
"STR_MOVE_W","W","O","O","Oeste","W","Z"
"STR_MOVE_NW","NW","NO","NO","Noroeste","NW","SZ"
"STR_MOVE_DIST","Move Distance","Distance de dÈplacement","Muoversi alla distanza di","Trasladarse la distancia","Zur¸ckzulegende Entfernung","Vzd·lenost"
"STR_MOVE_50","50 m","50 m","50 m","50 m","50 m","50 m"
"STR_MOVE_100","100 m","100 m","100 m","100 m","100 m","100 m"
"STR_MOVE_200","200 m","200 m","200 m","200 m","200 m","200 m"
"STR_MOVE_500","500 m","500 m","500 m","500 m","500 m","500 m"
"STR_MOVE_1000","1 km","1 km","1 km","1 km","1 km","1 km"
"STR_MOVE_2000","2 km","2 km","2 km","2 km","2 km","2 km"
"STR_TEAM","Team","Equipe","Squadra","En equipo","Team","T˝m"
"STR_TEAM_MAIN","White","Blanche","Bianco","Blanco","Weiﬂ","BÌl˝"
"STR_TEAM_RED","Red","Rouge","Rosso","Rojo","Rot","»erven˝"
"STR_TEAM_GREEN","Green","Verte","Verde","Verde","Gr¸n","Zelen˝"
"STR_TEAM_BLUE","Blue","Bleue","Blu","Azul","Blau","Modr˝"
"STR_TEAM_YELLOW","Yellow","Jaune","Giallo","Amarillo","Gelb","élut˝"
"STR_ASSIGN","Assign","Assigner","Assegna","Asignar","Zuordnen","P¯i¯adit"
"STR_ASSIGN_MAIN","Assign White","Assigner ‡ blanche","Assegna a bianco","Asignar a equipo blanco","Weiﬂ zuordnen","P¯i¯adit k bÌlÈmu"
"STR_ASSIGN_RED","Assign Red","Assigner ‡ rouge","Assegna a rosso","Asignar a equipo rojo","Rot zuordnen","P¯i¯adit k ËervenÈmu"
"STR_ASSIGN_GREEN","Assign Green","Assigner ‡ verte","Assegna a verde","Asignar a equipo verde","Gr¸n zuordnen","P¯i¯adit k zelenÈmu"
"STR_ASSIGN_BLUE","Assign Blue","Assigner ‡ bleue","Assegna a blu","Asignar a equipo azul","Blau zuordnen","P¯i¯adit k modrÈmu"
"STR_ASSIGN_YELLOW","Assign Yellow","Assigner ‡ jaune","Assegna a giallo","Asignar a equipo amarillo","Gelb zuordnen","P¯i¯adit k ûlutÈmu"
"STR_FORMATION","Formation","Formation","Formazione","FormaciÛn","Formation","Formace"
"STR_STATUS","Status","Statut","Stato","Estado","Status","Stav"
"COMMENT","STR_MENU_TANK","STR_MENU_TANK","STR_MENU_TANK","STR_MENU_TANK","STR_MENU_TANK","Tank"
"STR_MENU_TARGET","Target","Cible","Bersaglio","Objetivo","Ziel","CÌl"
,,,,,,
"STR_WATCH_TARGET","Target","Cible","Bersaglio","Objetivo","Ziel","CÌl"
"STR_LOOK_AROUND","Scan horizon","Examiner les alentours","Esaminare l'orizzonte","Explorar horizonte","Horizont absuchen","Sledovat horizont"
,,,,,,
"STR_HIDE_MENU","Hide menu","Masquer menu","Nascondere menu","Ocultar men˙","Men¸ verdecken","Skryj nabÌdku"
"STR_CANCEL_MENU",,,,,,
"STR_MORE_MENU","More","Plus","Altre opzioni","M·s","Mehr","DalöÌ"
"STR_TARGET_MENU","%s at %d o'clock","%s ‡ %d heures","%s a ore %d","%s a las %d en punto","%s auf %d Uhr","%s na hodinÏ %d"
"STR_TARGET_MENU_SENSOR","%s, %d at %d o'clock","%s, %d ‡ %d heures","%s, %d alle ore %d","%s, %d a las %d en punto","%s, %d auf %d Uhr","%s, %d na hodinÏ %d"
"STR_TARGET_MENU_GROUP","%s, %s (%d)","%s, %s (%d)","%s, %s (%d)","%s, %s (%d)","%s, %s (%d)","%s, %s (%d)"
,,,,,,
"STR_GETIN_POS","Where","O˘","Dove?","DÛnde","Wo","Kam"
"STR_GETIN_POS_ANY","Anywhere","N'importe o˘","Non importa dove","En cualquier parte","‹berall","Kamkoli"
"STR_GETIN_POS_DRIVER","Driver","Conducteur","Autista","Conductor","Fahrer","ÿidiË"
"STR_GETIN_POS_PILOT","Pilot","Pilote","Pilota","Piloto","Pilot","Pilot"
"STR_GETIN_POS_COMM","Commander","Commandant","Comandante","Comandante","Kommandant","Velitel"
"STR_GETIN_POS_GUNN","Gunner","Tireur","Tiratore","Artillero","Sch¸tze","St¯elec"
"STR_GETIN_POS_CARGO","Ride in back","Monter ‡ l'arriËre","Passeggero","Pasajero","Hinten mitfahren","Vzadu"
,,,,,,
"COMMENT","STR_TANK_NEXTWP","STR_TANK_NEXTWP","STR_TANK_NEXTWP","STR_TANK_NEXTWP","STR_TANK_NEXTWP","STR_TANK_NEXTWP"
"COMMENT","STR_TANK_MANUAL","STR_TANK_MANUAL","STR_TANK_MANUAL","STR_TANK_MANUAL","STR_TANK_MANUAL","STR_TANK_MANUAL"
"COMMENT","STR_TANK_COMMAND","STR_TANK_COMMAND","STR_TANK_COMMAND","STR_TANK_COMMAND","STR_TANK_COMMAND","STR_TANK_COMMAND"
,,,,,,
"COMMENT","Status submenu","Sous-menu de statut","Sottomenu di stato","Submen˙ de estado","Status Untermen¸","PodnabÌdka stavu"
,,,,,,
"STR_REPORT","Report Status","Rapport de statut","Rapporto sullo stato","Informe de estado","Lagebericht","Hlaste se"
,,,,,,
"COMMENT","STR_ANS_MIS_FAIL","STR_ANS_MIS_FAIL","STR_ANS_MIS_FAIL","STR_ANS_MIS_FAIL","STR_ANS_MIS_FAIL","STR_ANS_MIS_FAIL"
"COMMENT","STR_PREV_WAYPOINT","STR_PREV_WAYPOINT","STR_PREV_WAYPOINT","STR_PREV_WAYPOINT","STR_PREV_WAYPOINT","STR_PREV_WAYPOINT"
"COMMENT","STR_NEXT_WAYPOINT","STR_NEXT_WAYPOINT","STR_NEXT_WAYPOINT","STR_NEXT_WAYPOINT","STR_NEXT_WAYPOINT","STR_NEXT_WAYPOINT"
,,,,,,
"COMMENT","Progress bar","Barre de progression","Barra di avanzamento","Barra de progreso","Fortschrittsleiste","Liöta postupu"
